review,label
较为丰富的功能以及全金属机身是其最大的两个特点,1
前面板细腻的金属拉丝样式使这款相机看起来不乏典雅高贵之气,1
但其控制景深的能力还是令本人满意的,1
况且其手感也不能令人完全满意,0
超长的电池寿命是,1
噪点控制也非常好,1
机体小巧,1
成像质量高,1
选单设置丰富,1
近摄能力强,1
到以及夜景的效果也不错,1
屏并不觉得小,1
手动能力弱,0
快门时滞稍长,0
录象短片功能小,0
变焦操作也稍显困难,0
的菜单做得不够友好,0
但显示效果非同一般,0
这个功能对于初级使用者来说相当实用,1
景深虚化能力较弱,0
可能效果不是很理想,0
屏幕色彩过于艳丽,0
耗电量比较大,0
而且发热量大,0
失真比较厉害,0
噪点比较多,0
噪点也很突出,0
倍光学变焦效果也很好,1
另外的色彩还原我觉得也可以,1
机身材质太次了,0
手感好得多,1
毫米左右的机身厚度不算很薄,1
毫米的焦距也很标准,1
效果马马虎虎,0
先进对焦系统也得到了保留,1
机器反应速度更快,1
画质也有进步,1
英寸实在太落后了,0
经济性毋庸置疑,1
的画质已经提升了很多,1
他的色彩在柯美中尚算一流,1
位于镜筒左侧的键是这款相机的一个特色,1
这款相机快门值域相当宽泛,1
照片的存储方式是这款相机的又一大特色,1
笔者发现该机成像颗粒比较粗糙,0
档位丰富,1
画质出众,1
色彩鲜艳,1
饱和度高,1
光圈性能出众,1
紫边很不爽,0
耗电巨大,0
拍室内流水及夜景有时效果难以完美,0
同时因为高感光度使得画面颗粒较大,0
噪点还是略略多一些,0
云彩以及一些颜色对比较弱的物体对焦速度较慢,0
比较小巧的机身配合索尼一贯的精良做工,1
锐度还是显示速度都很令人满意,1
白平衡的调节方式较少,0
微距性能不突出,0
不仅取景屏明亮,1
层次较为分明,1
画面依然干净,1
过于艳丽,0
效果十分理想,1
画面的整体色调稍微偏暗,0
照片画面也很干净细腻,1
闪光灯的充电时间较慢,0
外观小巧时尚,1
厘米的厚度设计在非潜望镜式的卡式相机中是决无仅有的,1
金属银拉丝的外观设计不仅使其更加显得时尚精巧,1
实际拍摄效果还算是比较令人满意的了,1
能在如此小巧的机身中藏下如此丰富的功能确实也是难能可贵的,1
液晶屏较小,0
且分辨率很低只有,0
实际使用中感觉颜色比较偏暖,0
画质细腻,1
画面也不太锐利,0
价格便宜,1
性价比很好,1
寸显示屏也是在同档次价位相机中比较大的,1
外观工艺不错,1
成像清晰锐利,1
色彩还原准确,1
夜景在灯光较好的环境下即使手持拍摄也基本满意,1
最大的遗憾就是感觉人像效果颗粒感有些重,0
超微距对焦速度偏慢,0
拍摄模式不够丰富,0
奥林巴斯的外形做得非常有特色,1
机身平整光滑,1
显示效果非常出色,1
色彩还原也比较准确,1
的实际拍摄速度还是令人满意的,1
拍摄速度比较快,1
它的对焦速度较快,1
的成像质量在卡片相机中属于不错的水平,1
成像的质量都比较高,1
所以手感不是很好,0
拍摄速度在光线好是不错,1
的对焦比较慢,0
大镜头大变焦,1
微距模式就是酷,1
价格比贵,0
闪光灯简化了,1
这个产品的外观还可以吧,1
而且售后服务也比较差一些,0
看起来质量很一般,0
这款产品太不尽如人意了,0
体积小巧,1
性能参数也不容忽视,1
按键布局也较为合理,1
操作时手感很好,1
画面的色彩偏冷色调,0
整体效果一般,0
这个设计实在是很不方便,0
镜头很实用,1
调节也比较方便顺手,1
性价比低,0
电池比前者贵很多,0
成像色彩很一般,0
启动速度慢,0
取景器也根本看不清楚,0
写卡速度慢,0
取景器里面图像颗粒粗糙,0
感光度设置不当,0
外观线条流畅,1
整体造型比较美观,1
这些性能很多在当时刚刚出品是都是最强的了,1
拍摄出来的相片效果相当不错,1
效果也不错,1
一般都可以拍出来效果不错的照片,1
由于体重不够重,0
但是可选择的分辨率太少了,0
对卡的兼容性一般,0
拍摄短片有一个小小的遗憾就是,0
成像优秀,1
色彩艳丽饱和,1
对焦速度快,1
功能完善而强大,1
手动功能完整齐全,1
人机界面友好,1
操作响应速度快,1
细节表现能力一般,0
界面依旧那样简洁明了,1
各项功能调用起来也同样快捷迅速,1
后者视野更为开阔,1
在上存在的操控按键手感偏硬的问题在这里依旧存在,0
它的开机启动速度较慢,0
成像质量不错,1
宽容度小,0
测光很麻烦,0
曝光锁定钮太不方便,0
防潮性能不好,0
粘贴的牢靠度太差,0
外观小巧,1
性能趋于专业化,1
成像质量不错,1
噪点控制得很好,1
光线明暗度掌握得比较到位,1
按键布局合理,1
抗眩光能力较差,0
成像好,1
感光度实在有限,0
用下来发现拍的画质比较锐利,1
声音还原也比较真实,1
光学变焦速度比较慢,0
快门速度低,0
及光线充足的环境下拍照色彩还原非常好,1
微距拍摄效果非常好,1
夜景拍摄效果不够好,0
虽然可连接电脑当摄像头使用但效果非常差,0
画面跳动大,0
随机附送的相机吊带金属环扣太长使用时老是与显示屏相碰易划花,0
价格低廉,1
性价比极高,1
对焦速度偏慢,0
夜景拍摄效果欠佳,0
作为高画质摄像机来说总体质量很轻,1
松下机器的电池一直是为人们所津津乐道的,1
光学变焦倍数太低,0
液晶屏像素较低才,0
实际拍摄感觉色彩艳丽,1
锐度较高,1
拍摄质量非常好,1
层次感强,1
方向性较强,1
效果明显,1
图像稳定清晰,1
防抖效果较好,1
此机功能较多,1
色彩还原尚可,1
但清晰度较差,0
照片质量较好,1
手动功能较差,0
但调节范围较小,0
颗粒较粗,0
色彩较实际输出浓艳,0
且设置项目较多,1
此机的编辑功能较强,1
实用性较差,0
外形亮丽,1
性价比偏低,0
配件的价格偏贵,0
外形倒是不难看,1
性价比也不怎么样,0
存储照片速度非常快,1
对焦速度比较快,1
焦段相当长,1
测光准确,1
逆光性能优秀,1
紫边现象控制得不够理想,0
电池续航能力不强,0
成像要比同档次边角头好些,1
结构难免复杂,0
倍变焦施奈德镜头的参数就有些缩水了,0
此外的使用成本也不低,0
电池不是很耐用,0
但液晶屏幕效果还是出众,1
整机手感也不错,1
短片占用存储卡空间偏大,0
的这款液晶屏将会非常方便,1
售价偏高,0
配合黑色的机身显得非常高贵典雅,1
其轻薄时尚的外观即使是与一向以时尚相机而著称的日系品牌比起来也毫不逊色,1
虽然指标并不出众,0
一个比较人性化的设计就是机身和底座都会在充电时显示进程,1
速度较快,1
而的短片拍摄功能也是很强的,1
画面干净,1
电池的续航能力有点不太理想,0
但是电池实在不耐用,0
电池不耐用同样是致命的缺点,0
整体画面的亮度非常出色,1
在模式下拍摄的照片依然比较细腻,1
菜单分类清晰并且操作简便,1
机身肥大,0
配件少,0
造成录像时间太短,0
屏幕尺寸偏小,0
图像质量不佳,0
颜色失真,0
是目前功能最强的倍光学变焦数码相机,1
佳能的机身非常小巧,1
虽然的功能相当全面,1
但操作起来一点也不复杂,1
显示效果出色,1
按键布局更加合理,1
手感也不错,1
抓拍方面表现得也尤为出色,1
开机速度快,1
但是纹理较细,1
闪光灯弹起高度略显不够,0
颗粒感还是要稍微重一些,0
技术参数醒目,1
电池疲软,0
也许机器本身功耗偏高也是现在这种情况的起因之一,0
如此奢华的配置展现出强劲的性能,1
外形设计考究,1
做工精细,1
整体机身变得更加圆滑,1
取景的舒适度提高不少,1
突起部分起到了很好的握持支撑,1
包覆性好很多,1
佳能在机身细节部位要比二代用心很多,1
使得防滑性更好,1
的机顶液晶屏更大,1
操作上更方便了,1
对焦模式也丰富很多,1
寸万象素的液晶屏有点落伍了,0
但是显示效果还算不错,1
对焦速度并没有广告中的那么神,0
机身高感表现还算不错,1
的这枚镜头分辨率很出色,1
边角画质也很好,1
体积太大,0
机身加镜头的体积也略大,0
画质是相当不错,1
佳能中庸的色彩和较小的反差度的照片风格适合绝大多数人的口味,1
觉得这款机器非常好,1
速度不错,1
但的性能略低一些,0
手感操控性能画质已然全面落后,0
手感一流,1
握持感很合适,1
机顶塑料部件厚实有质感,1
点对焦够用,1
先对焦后构图速度太慢且容易焦点偏移,0
转轮和八向键比较好用或许是因为我没有尝过摇杆的厉害吧,1
卡插槽足够用,1
套头性价比高,1
色彩浓郁透亮且锐度较高,1
功能很好玩,1
的解像度可能很高,1
但是颗粒感太重了,0
在试机的时候已经觉得的外形用在手上比看图片要帅多了,1
大而通透的莱卡镜头实在是很帅,1
这样的设计也挺合理,1
装卸都很方便,1
它的功能上的确有些不足,0
松下出来的图片的比对度的确有点不够,0
色彩不偏差,1
屏幕更是出色,1
的体验比更加华丽,1
软件也是基本上够用,1
但是好在无线充电非常好,1
但是后来觉得操控上和手感上会威武很多,1
强大的对焦系统,1
当然考虑到价钱方便现在的价格很不错,1
机身很大,1
不过机身还是很薄的,1
屏幕漂亮,1
外放音乐效果差强人意,0
为什么照片这么小,0
机子挺沉的,0
按键镜头等做工不错,1
广角端边缘锐度不行,0
色彩不够鲜艳,0
倍的拉近感还是不错的,1
想问问为什么卡西欧的照片这么小啊,0
屏幕真耗电,0
网络上许多讨论与画质测试依然相当出色,1
功能也比强了不少,1
　　除了价格比较高一些,1
胜在机身质感佳,1
机身规格比其相近等級之与好上一些,1
照相机号称,1
整体感觉还可以,1
机身质感佳,1
观景窗視野非常明亮,1
色泽与可视角表现也佳,1
照片成象色泽自然柔和,1
细节表現出色,1
机身按钮与功能选单,1
画质偏软,0
对焦速度偏慢,0
细节较多,0
改成之后虽然画质变好,1
档案算蛮小的,1
机器手感偏轻,1
本人现在用的感觉不错,1
入手水货质量一般,0
外观专业,1
手动功能丰富,1
对可以拍摄夜晚灯光和运动物体效果很好,1
镜头覆盖广,1
还原人像很好,1
长焦端光圈显得小了些,0
噪点控制不错,1
简单说功能较全,1
广角很爽,1
奶昔的操作界面还是比较友善的,1
高感非常好,1
完全甘拜下风没办法我太喜欢了所以喜欢用做比较,0
的成像要比奶昔结实,1
优势完美的外形,1
同等价位中最好的套头,1
紧实的成像想不到形容词只想到了紧实,1
劣势面积偏小,0
高感不佳,0
都说可视角度差,0
耗电量比屏幕的还高,0
散热不是很好,0
系统优化的不是很爽啊,0
软件的人性化一般般,0
做工设计堪称一流,1
画面细腻,1
屏不比屏差,1
这优化也太无语了,0
优点高感很不错,1
画质比较细腻,1
很好用,1
商业拍摄比较方便,1
中间对焦很准很快,1
静音快门很实用,1
缺点坑爹的白平衡,0
直出涂抹严重,0
完全够用了,1
测光好像也要好那么一点,1
也完全够用,1
机器真的很漂亮,1
转盘控制轮的位置有点尴尬,0
这回对焦速度变慢了,0
机器内置的闪光灯也颇令人意外,1
我对于的最大感受就是显示器的显示效果太出众了,1
在显示器看的图片色彩异常的好,1
打开包装确实有种惊艳的感觉,1
麦克风和音量键的设计的确不合理,0
整体机器比较大气,1
各项性能比较均衡,1
整机重量不是很重,1
电池续航也很不错,1
配备的套头无论是还是成像都算可以,1
显示屏显示效果出众,1
闪光回电有些慢,0
方向键的键程较短,0
这是一台不错的单反,1
可是Ⅱ重量偏大,0
另外价格也有些偏高,0
外观很靓,1
充电速度挺快,1
运行正常,1
游戏画面动态效果均不错,1
手动峰值对焦确实不错,1
在上很不错,1
直出比差,0
的直出色彩是最好的,1
前所未有的速度和流畅,1
其实自带播放器音质很好了,1
总体上感觉还不错,1
对焦没有想象那么糟糕,1
索尼一向功能强大,1
夜景出片很锐,1
测光有点不太给力,0
两个取景器都不错,1
小的参数很齐全,1
我的用起来顺手,1
重量和大小非常,1
双面玻璃质感没有想象中的好,0
可视角不算小啊,1
的做的不错,1
特别是那些快捷小工具很方便,1
相机挺给力的,1
成像很好,1
触感舒适,1
菜单界面也很友好只是说明书比较难看懂我认为编写者水平实在太差,1
机器对焦准确合焦坚决,1
出片效果色彩深沉浓郁,1
高感绝对强大,1
色彩搭配和谐自然,1
做工算比较精细,1
系统及软件应用系统简单易用,1
实际到手后发现画质相当好,1
金属机身做工很好,1
但机身背面的按钮和多功能转盘做工很不好,0
开机关机很方便,1
但是开机速度很慢,0
它的触屏做的就非常敏感,1
我认为目前的应用已经非常丰富了,1
但切换的敏感性不高,0
其色彩还原度图像的清晰度防抖动的效果和在低照度下的拍摄都不错,1
经过比较后觉得性价比高些,1
总的来说还是不错的,1
软件运行也很快,1
旁轴取景器的放大率小的可怜,0
手感很差,0
手柄太小,0
结构复杂度能降低些,0
但是本身做的不怎么好,0
全画幅配上超广的感觉的确很舒服,1
画质的话比起我觉得有很大提升,1
机子相比觉得还轻了点,1
实际用下来觉得中心对焦点非常准,1
亮点是,1
总之我觉得还是相当不错的机子,1
画质又不错,1
机身小巧便于携带,1
颜色也很讨好,1
在我看来一切都很完美了,1
待机很满意,1
分辨率虽然低,0
但实际显示效果很棒,1
目测对焦速度慢于,1
中央五个对焦点很暴力,1
外观小巧但有质感,1
屏幕颗粒感不严重,1
对焦迅速准狠,1
这个头的对焦性能并不好,0
在此机上对焦迅速,1
的手感特别好,1
后来熟悉后就发现尼康的按键设置的还是比较合理的,1
连拍的威力真的很爽,1
点的对焦着实很猛,1
很轻便,1
对焦的速度上并不是很突出,0
曝光正常,1
尼康的操控性要强些,1
拍出人物的皮肤较硬,0
机器本身的音质不错,1
成像质量不错,1
塑料感很强,0
这机的性价比可以说得上极高的了,1
高感性能强大,1
亮骚的外形,1
对焦的确非常非常慢,0
就说下设计上的不足,0
对焦确认功能的确非常好用,1
附带的解软件解出来的效果非常差,0
我认为这款机是完美的,1
对焦好,1
焦点实,1
画面颗粒感较强,0
视野广,1
画面比细腻,1
对焦精度太差了,0
我手持拍摄的出片率较低,0
高感优异,1
对焦优异,1
夜景手持真的很吃力,1
机子发热情况一般,1
顶级机身性能,1
操控对焦都很给力虽然有的镜头个对焦点不能都发挥作用但是也很好了,1
实用性很好,1
高感也不错,1
富士机表现尚好,1
直出很好,1
机宽容度很好,1
对焦很快,1
效果应该也不错,1
机身很小,1
手柄也太小,0
富士的非常差,0
握持感真的很棒,1
外观也比好看,1
做工细节真的很不错,1
稳定的信号,1
不主流的顺滑系统,0
不主流的华丽外表,0
外观变丑了,0
其实拨杆真的很好用,1
现在的按键用起来不爽,0
左上角的拨盘看上去仍然很幼稚,0
成像显著提升,1
现在的清晰度很好,1
效果还不错,1
视频画面很棒并且还可以裁切,1
对焦变得很爽了,1
追焦很到位,1
屏幕变大变更清晰了,1
浏览图片很爽,1
键的设置科学合理,1
的显示屏好多了,1
界面华丽,1
照相也比好,1
听筒声音够大,1
电池比差些,0
操作起来比稍差,0
更人性化些,1
声音键太轻,0
系统功能软件似乎很复杂很多,0
第一个感觉就是比卡片机好太多,1
高成像的质量比卡片机好太多,1
分辨率也高,1
那种细腻的感觉的确很赞,1
锐度高,1
虚化好,1
但是像素比较低现在觉得我完全不需要高像素这点下面我会解释,0
分辨率高,1
画质出色是毋庸置疑的,1
拍出来的清晰度还没有高,0
对焦速度慢这个完全不能和单反比啊,0
便宜好用的自动镜头少,1
感觉对焦速度很快,1
就是软件确实有点少了,0
做工比扎实很多,1
功能相当的多,1
设置相当的细腻,1
多重曝光非常好玩∩∩哈哈,1
对焦点那个多啊,1
白平衡和颜色超准确的,1
但我却很喜欢真实的色彩,1
基本上同各位同学的感觉是一样的运行流畅,1
屏幕显示效果突出,1
的做工还是相当出色的,1
感觉机子更惊艳了,1
就是的系统操作有些地方不简洁,0
待机时间不长,0
有些游戏可能运行很吃力,0
我的有些朋友也说界面很丑,0
直观的界面,1
外观既没有时尚,0
也没专业,0
镜头是不错,1
可是定焦也太小气了,0
电池坑爹,0
尼康会继续大力发展系列了另外体积比小也算是的优势吧,1
真机重量比上一代轻了很多,1
但是的触屏体验看起来还不错,1
再加上佳能的客服挺好的,1
这块防爆膜可能很坚固,1
居然发热控制得那么差,0
软件就算不是全高清的,0
操控的流畅性比差不少,0
优点机身结实,1
功能强大,1
画质很好,1
色彩还原真实鲜艳,1
操作性强,1
这机身重量还是偏沉,0
反应速度快,1
画质也好,1
机身做工不错,1
带碎花纹的背盖很薄,0
但手感不错,1
的流畅度很棒和有的一拚,1
完美屏,1
可视角度还行,1
主观感觉读写速度不错,1
结果对焦和色彩让人失望,0
另外高感也差很多,0
感觉以为代表尼康新机色彩趋向明艳,1
侧滑有点松,0
外放声音很小,0
主要是高清视频录制清晰度差,0
的手感应该比较好,1
外观上比较小巧时尚,1
要说外观还是给力的,1
另外就是我后面要说的由于系统垃圾,0
软件垃圾导致的费电,0
音效应该还算可以,1
视频播放也很流畅,1
优秀的手感,1
比尼康的手感都要好,1
系统的系系和系的摄像功能都相当强大,1
摄像画质好过同时期的佳能尼康的半幅机新上市的尼康那块东芝的感光元件听说更强,1
丰富的功能,1
但索尼强大的电子技术让其用户可以享受一些其他用户没有的新技术,1
是非常有前途的系统,1
人说这个机器的做工不好,0
信号不好,0
索尼的感光元件很出色,1
拍出来的照片色调有些奇怪,0
不过色彩还是比我之前用的松下好不少的,1
暂时还不够丰富的系统,0
目前还没有配的既小巧又足够强大的闪光灯,0
电源和音量键的手感实在差强人意,0
感觉那个音效增强功能很强大,1
不过超薄的设计还是很吸引眼球,1
小巧的高画质,1
画质优秀,1
对焦尚可,1
手感不错,1
最便宜的摄像机,1
操作更加便捷,1
松下的的触摸屏灵敏快速,1
配置相比小米要好的多,1
播放音乐放扬声器真的觉得丢人,0
在优秀的画质之上,1
是性能优秀,1
性价比上佳的机器,1
对焦比较快速准确,1
握在手里比尼康手感要好,1
屏幕非常赞,1
分辨率高,1
系统非常流畅,1
通话质量很好,1
外放声音有点小,0
但内放音质很好,1
手机大小适中,1
手感很好,1
当然后壳有点软,0
但又感觉机器太大太重了,0
价格对我来说也贵了,0
照片效果也很好,1
首先机子比较小,1
另外就是分辨率确实弱了点,0
触控还算灵,1
信号强,1
声音比较大,1
个人认为地图不怎么实用,0
系统流畅度还行,1
页面滑动很顺,1
佳能貌似工业设计很一般,0
防尘不好,0
下面的金属质感很强,1
成像优秀,1
操控优秀的个机子,1
翻转屏非常好用,1
单手操作方便,1
感受屏幕分辨率不错,1
阳光下清晰度高,1
外形对于全幅机来说算是比较小巧,1
所以手感上面也比较不错,1
不仅保留了优秀的做工,1
的万像素全画幅传感器显得更加实用,1
的高感画质相当不错,1
配备的显示器显示效果比较真实,1
而且显示器的可视角度也不错,1
的宽容度不错,1
对于物品的质感的表现上也比较到位,1
在肩屏的信息显示量上也不够丰富,0
且目前售价也略高,0
材料做工质感非常差劲,0
屏幕亮度色彩都好,1
系统流畅不卡,1
质感太差,0
屏幕太大,0
但握持感更强烈,1
手感更好,1
同步音乐铃声照片视频比较麻烦,0
系统的漂亮界面,1
界面漂亮,1
连拍很给力哦,1
多帧降噪真的很不错都比我的的都好,1
拍拍分钟以内的视频真的清晰无比,1
屏幕真的很舒服,1
高感强大,1
前面的阻尼转圈很实在,1
好像油漆有点软啊,0
充电感觉不是很方便,0
变焦感觉有点慢哦,0
但是对焦真的很好,1
真的感觉的技术很强大,1
电池也如大家说的一样使劲折腾的话真是不怎么耐用,0
的样子见仁见智了,0
屏幕大,1
而且反应好快,1
另外的信号也不错,1
的金属听筒也很牢固,1
我觉得的机身手感很不理想,0
以前很多人都说的机身差,0
塑料感强,0
密封不好等,0
画面细腻,1
英伟达还不错,1
屏幕画质很好,1
可视角度很大,1
整机手感很棒,1
整体不错,1
画质优秀,1
画质出色基本可以肯定,1
高表现出色,1
可用范围宽,1
高清摄像,1
分辨率还比尼康的高,1
使用感受运行还算流畅,1
就是屏幕的显示效果一般,0
文字显示不是很清晰,0
打电话声音还比较清晰,1
所以让人感觉塑料感稍重,0
采用了可翻转英寸万像素液晶屏显示效果出色,1
重量较轻,1
个人感觉这个设计非常棒,1
合焦精准,1
快门响应迅速和干脆,1
视野率取景器明亮,1
景深表现也不错,1
使用机身背布的八方向功能转盘调整对焦时响应速度快捷,1
的测光准确,1
在使用机身闪光灯对被摄物体进行补光时闪光灯回电速度过慢可能是全输出的原因,0
佳能作为元价位的中专端机其性能还是非常优秀的,1
良好的高表现,1
全高清视频拍摄功能等众多亮点再加上元区较高的性价比,1
和还是比较细腻的,1
配件不多,0
而且定价太高了,0
软件不太好使,0
而且使用速度狂慢我用的是苹果一体机,0
网的信号一般,0
用的时候快门声音很怪,0
画质素质不俗,1
值得一提的是的功能也很好的,1
操控绝对是蛮专业的,1
还有几个试用者也表示这个光圈环很是舒服,1
信号链接不好,0
机子的电池不行,0
光线好的时候照片质量很高,1
总体噪点还是不少,0
补光灯强度也偏低,0
总体效果其实很不错,1
电池续航不错,1
整体操作非常方便,1
外观来看很大气,1
开机慢大概秒以上,0
自动对焦较慢,0
手动对焦更慢一些,0
存取慢,0
微距自动对焦较慢,0
价钱不算低,0
系统运行流畅,1
软件应用比较丰富,1
手机外观一般,0
做工还将就,1
屏幕显示效果不错,1
总体说显示效果满意,1
闪光灯亮度不够,0
电源一般,0
充电确实很慢,0
散热不好,0
性价比还可以,1
居然带简单的手动模式,1
而且的噪点控制居然比强大的多,1
我的就是最小的暗部噪点也清晰可见,1
带的高清摄像,1
噪点也低,1
导致传声音质很差,0
拍照功能比较复杂,0
上网很慢,0
下载软件也很慢,0
开机速度快,1
广角端变形控制好,1
做工很好,1
快门延时稍长,0
速度快,1
搜星定位快,1
通话质量也不错,1
镜头确实比较强,1
大光圈的虚化效果非常好,1
机内直接出片画质不错,1
对焦速度很快,1
夜景画质很一般,1
个对焦框太大了,0
电池续航能力一般,0
风景摄影表现一般,0
镜头素质比较高,1
觉得电池续航能力很一般,0
艺术效果拍摄时拖尾严重,0
此机配置更高,1
的做工较为出色,1
机身接缝紧密,1
前部哑光磨砂喷漆,1
的体型很小,1
机身按键基本合理,1
使用一块万像素英寸的液晶屏显示效果不错,1
亮度还是偏低,0
外观还可以,1
信号差,0
做工一般,0
机身缝隙稍大,0
还是的操控好,1
对焦速度一般,0
成像效果还成,0
对强光源的处理不好,0
总体来说三星的产品还是不错的,1
略显方正长方形做工紧密手感舒服,1
屏幕表面相对光亮一点,1
重量较重一点,0
但本人觉得手感不错,1
显示效果当然是胜出,1
而是系统自带操作按键屏幕显示空间相对就小了,0
虽显示不错,1
但反应度感观觉得不如的好,0
声音的也比大,1
效果比较厚一点,1
的稍微好一点,1
很多人说价格偏高,0
尼康工业设计还行,1
东西至少耐看,1
机子很轻,1
感觉很重屏幕很窄,0
就是没广告上的反应那么快,0
勿扰模式很不错,1
屏幕的色彩显示要比好上很多,1
我觉得真的是很不错,1
但是对焦速度够快够准,1
色彩还行,1
像质锐利,1
和像质好是好,1
对焦慢,0
手感极好可惜真是太小了是个袖珍的杀器,1
优点屏幕够大,1
分辨率不错,1
他也对荣耀的屏幕细腻度很惊艳,1
播放高清视频很给力,1
系统自带的播放器还挺好,1
流畅度不错,1
导航搜星超快,1
机器很漂亮,1
做工非常精细,1
优点自动对焦比快了太多太多了,1
取景偷拍成功率大大提升,1
相对自带的显示屏好太多了,1
镜头素质确实无可挑剔,1
且色彩十分讨喜,1
白平衡准确,1
高感给人的感觉很精细,1
从没想过徕卡的高感会做的如此优秀跟佳能尼康还是比不了了,1
电池续航能力很强,1
系列年不变的低调外形,1
屏幕太破了,0
价格相对昂贵,0
你会发现真心不错,1
字迹模糊,0
服务也不满意,0
表面喷漆和尼康的的那种梨皮漆相比还有点过于细腻,0
持握手感不错,1
菜单详细,1
初步感受机器很沉,0
液晶屏回放效果有点艳丽,0
刚开始电池盖装卸很费劲,0
显示效果和流畅度非常满意,1
这几天感觉通话信号很好,1
话音清晰,1
理论上控噪能力会提升,1
高感提高一档,1
配合键使操控能力提升,1
似乎码率不够,0
画面闪烁感较强,0
对焦太慢了,0
机身塑料感强轻,0
但我宁可这样也不要糟糕的做工,0
总体来说对的评价很差,0
我觉得满耐用的,1
呼吸灯准确无误,1
中央对焦点很快,1
屏幕很好,1
手机的键盘也很爽,1
成色比我的机好,1
的手感确实没有广告的图片那么好,0
而且照相的效果很一般,0
按键的手感也不好,0
另外感觉二者反应都很慢哈,0
系统确实很厉害,1
说下手感很给力,1
就是格式照片有点偏大本人用寸笔记本,0
简单后期照片导出时还是很慢,0
人脸识别很好,1
连拍够用了,1
还很山寨的后盖,0
优点外形总体来说很时尚,1
后盖防滑的喷漆手感很好,1
就是这样一台集便捷的操控,1
迅捷准确的对焦,1
但它给了我近乎完美的使用感受,1
由于使用了全新的对焦模块,1
不但拥有惊人的对焦速度,1
并且合焦精度非常高,1
而它极轻的快门声音和微小机震几乎是我所使用过的数码单反中控制的最好的,1
而这样一台在操控上近乎完美的相机,1
屏幕英寸不错,1
屏显还好,1
低感光度拍摄的图像犀利清晰层次好,1
色彩也鲜艳,1
遗憾和不足的是个对焦点的覆盖范围太小了,0
机器比稍重粗大些,0
其实他的外表确实做的没有漂亮,0
但是功能真的很实用,1
是绝的的性价比高,1
色彩未必比差,1
但的手感也是相当的给力,1
全景照片真的很爽,1
　　背面的镜头感觉提升了一些,1
充电速度很满意,1
　　应用仍然很给力,1
画面也惨不忍睹,0
操作完全够用,1
拍了几张追焦挺准我用的镜头是和痰盂由于马达的原因追焦速度和准确率明显高于痰盂,1
下拉开关很实用,1
屏幕比细腻,1
色彩较清淡,0
亮度比高,1
在阳光下看网页清晰的很,1
显示全屏白色均匀干净,1
电池还行吧,1
直出太差了,0
色彩太假,0
锐度偏低,0
对焦快,1
转换焦点非常方便迅捷,1
复杂光源下肤色表现非常好,1
对焦准,1
成像锐利样机上是的头,1
机身很大,1
握持感好于和无敌兔,1
度旋转液晶太好用了,1
触摸屏做得不错,1
视网膜屏幕名不虚传,1
运行流畅,1
反应时间极快,1
做工精细,1
前后玻璃屏手感极佳,1
各种应用软件非常丰富,1
拍照效果极其清晰,1
比出色,1
超过就会惨不忍睹,0
绝对胜出,1
速度快,1
效果好,1
难对焦,0
总结拍照很犀利,1
对焦快,1
效果好,1
连拍的声音很有,1
但是拍近景不是很得力,0
对焦速度还可以,1
跟踪对焦好象速度不太快,0
对焦框自由移动,1
屏幕显示出众,1
运行非常流畅,1
相机效果好,1
操作流畅,1
外形大方,1
佳能机器的操作风格都是大同小异的,1
操作够复杂的,0
英寸的给人的感觉实在是太完美了,1
可是很多照片在机器上看起来很清晰,1
不过这样带来的坏处是有时候看照片会很不方便,0
大小也正好,1
屏幕非常艳丽,1
屏幕触控性好,1
拓展功能丰富,1
可是它的机械性能又实在是不好,0
玩了半年就出掉了主要是边缘成像太差色散严重,0
它的做工确实精湛镜头也很漂亮就是一件工艺品,1
按说徕卡的镜头毋庸置疑那块索尼万像素传感器也很不错,1
窃以为还是徕卡的软件功底差了,0
金属背壳非常有质感,1
加上精良的工艺,1
也是很实用的功能,1
防打扰模式很实用,1
照片分享也给力很多,1
价格目前价格比较乱,0
无疑更坚挺一些,1
包装的质量也比较高,1
感觉比较小巧,1
制作工艺都不错,1
但质感非常好,1
工艺很精致,1
手感手感非常好,1
机身配重合理,1
单拨轮转盘在看片子时很舒服,1
机器手柄部位设计没有好,1
取景器单独列出来说是因为的取景器比同档次的要大,1
佳能在取景器上比较小气,0
大拨轮在浏览图片时比较爽,1
星头对焦速度更快,1
速度极快,1
快门很轻,1
振动小,1
则要干脆一点,1
佳能的照片很干净柔还是肉没听明白,1
其他的文件太大,1
虽然质量很好,1
的软件太滥了,0
的非常好用,1
功能强大,1
效率极高,1
防抖太强悍了我认为比的要强不少,1
出片成功率大大提高,1
就被如此宽阔的屏幕震撼了,1
通话质量还是可以的,1
初步的印象是确实相机的整体做工非常的好,1
菜单按键和前后转盘等的设计都非常方便实用,1
启动速度也很快,1
光学防抖在短焦段发挥比较出色,1
摄像的效果不错,1
从整体上看我对这个相机的设计网上说的转轮设计上有缺陷很容易坏和成像还是非常满意的,1
屏幕细腻,1
颜色依然的鲜艳无比,1
整机感觉略轻,1
整体手感还行,1
相机效果比牛有提升,1
自动档拍照并不象有些网上评说的效果那么差,1
当然还是有些高,1
此时照的相片确实很自然,1
反转片色彩好,1
　　手动档感觉不错,1
效果极好,1
质感很好,1
外观喜欢,1
第一电池强劲,1
我喜欢颜色鲜亮的,1
